id_family_datalake,question,answer,time,FavelaID,Gender,Race,HowManyPHHH
4.30.6.2022.383666R_1CefQNfO7XFnSRE,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.31.3.2022.635387R_1C28vm4cdfWrQRT,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,3
4.4.8.2022.416591R_2Toa0fFzdwHPCHM,CategoriaIGF,NA,LAST,Vergel do Lago (Maceió),NA,NA,NA
4.5.4.2022.251389R_1BY52rRfUBVs3kT,CategoriaIGF,P1,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.5.4.2022.346925R_1DwL2PKYRW5sO1s,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,9
4.5.4.2022.425733R_2XhvLvW67zqQgl5,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.5.8.2022.882332R_2P5U44UnGmr5FFz,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.5.8.2022.962896R_2zHotlOSKoS6ACX,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,3
4.6.7.2022.382007R_A1Ek1LbNEXCcK6R,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,3
4.6.7.2022.430943R_egHEPUhvK1VRORr,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.6.7.2022.687806R_24dSiP1Yhp47KKH,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,4
4.6.7.2022.708720R_560rqTB0fjWGbvz,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,4
4.6.7.2022.773481R_2wabTgriaQplVGL,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.6.7.2022.918612R_01J3AfbX1jX3Fg5,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,2
4.7.7.2022.855951R_5tYjkyvspcvZHcB,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.7.7.2022.936065R_3RmjG8EcovoVBTD,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),NA,Parda,2
4.7.7.2022.979316R_3qvwWaSOtshhOYr,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,1
4.8.7.2022.780872R_3qIs9BBJaBR3OUK,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.8.8.2022.223649R_0iySMZKjtTqkptT,CategoriaIGF,P1,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,10
4.8.8.2022.256652R_2UgEJ9qdVYUBXgy,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.8.9.2022.452601R_28Ysf8zubzV18DF,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,2
4.9.11.2021.875861R_12xp6j21QiFhcfS,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.9.12.2021.404496R_23dg31ekv0ZBIXE,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.9.8.2022.377946R_2CkVFii8kcvqfO1,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Branca,2
4.9.9.2022.617243R_eX9MVfOFl3zpcqZ,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
1.17.3.2022.255174R_2VebK46u6U96KlK,CategoriaIGF,P1,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.23.11.2021.962477R_3rOGcO7lnFstxDU,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.23.2.2022.286306R_2qq3B4c4wNYtAxa,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,7
1.23.2.2022.287346R_6u3kwQ5tQVMzIuR,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.2.2022.344519R_3DtCBOWMkTlAzio,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.2.2022.459975R_3qed0n4JH05DWlY,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.23.2.2022.479400R_pga8NCWT9AqatyN,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.2.2022.544620R_1CygPlkxZsIfmfN,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.23.2.2022.600840R_3lFZdkN8KFg0yJv,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.23.2.2022.616473R_2wbNKt7GCTLLxZU,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,5
1.23.2.2022.858831R_1Cyhb3z2ZB2gHXq,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.23.2.2022.984242R_2zcHpYl0qibNGX6,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.24.2.2022.137450R_29uEFtsurNcOI1L,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.24.2.2022.171828R_3n0Fkomd1JbvgrG,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.221155R_3qx2HRqgb0a9bHu,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.256136R_3iCKJgMfwkQUyVD,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,4
1.24.2.2022.420984R_2dvcKpPdZb6xzxu,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,2
1.24.2.2022.443166R_2U2XwjtnTvtdHWH,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.24.2.2022.639789R_us4cjZCkYPZjwxr,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.24.2.2022.738850R_3LcCTeP5azuvyvx,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.967839R_Tpb6VFNEaBy58mB,CategoriaIGF,NA,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.971473R_3O8hyMqvg16Cobp,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.25.11.2021.292168R_RKwBgQ5rTkL9mI9,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.25.11.2021.499387R_1ILT5UzDMo4M2on,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,3
1.25.11.2021.752986R_3feMh3Re1nsW0fZ,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.25.2.2022.446115R_1ih7QbcvrNFr92P,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,3
1.25.2.2022.626421R_1dmkH9koWTvY9OS,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.3.2022.618879R_e9ccCkO0w3fX2ff,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.3.2022.853359R_2tEAW7ZRVzg4A4s,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,4
1.3.3.2022.876247R_ONEW8IuGYFk90iZ,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.3.2022.907429R_2aOKK3gllv1Hs4e,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,2
1.4.3.2022.481971R_2DYteXuqkjx7Ylk,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,4
1.4.3.2022.560359R_2Y4dC26dWtQFByM,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.4.3.2022.657976R_5ij7L8Wxauf4ixr,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.4.3.2022.885189R_1j9OyZOpPz9VOQu,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.4.3.2022.969678R_6fMaYDFd05P4h57,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,2
2.1.2.2022.113963R_1eXcH7aBSGJzXw7,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,5
2.1.2.2022.361598R_2aUzyrxL3XzEU1A,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,3
2.1.2.2022.521286R_2tatZSQiaVAsKnN,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.2.2022.639603R_25TjU40vMvTLLEL,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,7
2.1.4.2022.129423R_2cdYAQNPpp3ZZ2F,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,5
2.1.4.2022.130558R_23ga0qOUIDIQZUg,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.1.4.2022.172399R_1C3VyVRQvCAtnWs,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,3
2.1.4.2022.220064R_1DPjcs5QlrG0wJf,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.317720R_1DYaywBBbFt1JXM,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.1.4.2022.441135R_1Iaanp3ph1J5MOj,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.742770R_30bZKBtMa3jFJpz,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.868123R_1f8Bmzo7Fg5AXgw,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.918789R_1HeHmOzhihu9U48,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,6
2.1.4.2022.951692R_2rIqxLWt24exbXL,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,Preta,4
2.10.3.2022.264997R_3PmE8Wn3k6sjcOb,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.11.2.2022.809202R_3L5choasnp2ijAo,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.12.2.2022.496503R_1lo5ALalh4uFRdD,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.12.2.2022.522077R_2w00MYGNffypCek,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,4
2.12.2.2022.621667R_1mEmcuMrXLjn6tk,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.12.2.2022.873802R_ue11F2Rx9YQYw5r,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.14.1.2022.572145R_1i8PM90GFaHC9Gx,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.14.1.2022.585043R_1GOfVDZ9fmwxyhd,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Branca,5
2.15.1.2022.194638R_1OuAGcrrxv5NKzU,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.16.2.2022.209408R_1M5NwT4RogqWtx1,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.16.2.2022.398151R_02Ql6AEl7mEKAKJ,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.17.2.2022.222935R_1fdQwO5WLCaXqr1,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,2
2.17.2.2022.556767R_2AEV2lSVmAP3yQ3,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,1
2.17.2.2022.787939R_277OVaEycdD0RD8,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.18.2.2022.224170R_1NCESAjtlXmERrD,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,7
2.18.2.2022.527794R_1OVKPxjZ4L9tblF,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.18.2.2022.953324R_1Du3xojSSGCHe8y,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,2
2.19.2.2022.385042R_2164SXHeHOv27G3,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.19.2.2022.756725R_1CI5KujkxlBAEwM,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.2.2.2022.363566R_8cux1V1x89up0ch,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,1
2.2.2.2022.399219R_1rdCXfgXTXqBjMg,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.2.2.2022.499414R_1FDI4VEr1rzMTfF,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.2.2.2022.658944R_0Jqog7SOu8EsxfH,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,2
2.2.2.2022.946095R_1GVwwZS9L4mP2Sb,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.21.12.2021.785812R_2EhOuK9LCwtbOfj,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.22.2.2022.424206R_1q1wPgF2JixSiAh,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.22.2.2022.781217R_331sHkkKHUMIvx2,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.22.3.2022.603306R_1gT2ZQLhySlYTRf,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.23.2.2022.180492R_2ClwCq1Iw9FU78N,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,NA,1
2.23.2.2022.383266R_1cTFJcyd20P66G4,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,6
2.24.2.2022.614503R_24i2cEPkyWDknZd,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.25.1.2022.256212R_10HFkNvtNpGFf7I,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),NA,NA,1
2.25.1.2022.349994R_1FwtZWGHbiU58pw,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,4
2.25.2.2022.132013R_2q9IQ1g1f2MTtta,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.25.2.2022.537037R_1HcmD7WpJr3kw9d,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.26.1.2022.528925R_2TZuGRFALvlv4rL,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.27.1.2022.165404R_1YBNUaT9EcRbmBH,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.27.1.2022.510271R_3ELQj0TRF73tfvY,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.27.1.2022.650654R_3nc2QKtjDS49v6l,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.27.1.2022.975573R_3k6QBgJmOIGcfHb,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.28.1.2022.514501R_28XVb1w5dMiELlA,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.28.1.2022.607623R_1CfPHXMTCcNUF80,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.28.1.2022.741392R_12PGhhlyaBoC8Tl,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,8
2.28.1.2022.741757R_1LbwKdX8uDMLOUL,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,1
2.29.1.2022.165003R_2foKBk52izldvww,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.29.1.2022.384139R_33fDShYVz18HzF6,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,1
2.29.1.2022.389584R_NWw5MHt5HdPeqDT,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,2
2.29.1.2022.439359R_1IKIcTbe7ZMBGXw,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.29.1.2022.490332R_10wxt6j8CuIKZY2,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.29.1.2022.587045R_2XgnLq6jSaABDVX,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.3.2.2022.316714R_3KTLto6Ac5kx4tO,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.3.2.2022.966592R_2qg8BQf1CJLtnEX,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.3.3.2022.485648R_1C7nn6q6BTd9wsf,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.3.3.2022.972654R_1dyHjSmnystGTgw,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.4.2.2022.268695R_1loThkgdZyByuu9,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,5
2.4.2.2022.316824R_1OCVhyDId3ZXvRp,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.4.2.2022.418069R_1JEL0A69UvghFjv,CategoriaIGF,P1,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.4.2.2022.493236R_240nZ4lbnDbUHvw,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.4.2.2022.981574R_1jfbz9g0qQbGXiw,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,NA,2
2.4.3.2022.828562R_1gNfFb7EM8yY7Ju,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,3
2.4.3.2022.954747R_1rxnv9q1WyfrgnW,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.5.4.2022.681658R_10pXwumXy70pseA,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,5
2.6.3.2022.103714R_1myOl5YzQcAGF6T,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,5
2.6.3.2022.358259R_2CdfSbAwcgPOXQA,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.6.3.2022.627041R_1ewT6wrvMMhbgDY,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,2
2.6.3.2022.654306R_1DCNvm72g6GNLdm,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.6.3.2022.678972R_33fJSXkamkHS3K7,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.6.3.2022.810034R_1mCdcADFaTzBFDq,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.8.2.2022.188893R_2CrMvKiJnMXLURd,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.8.2.2022.875854R_1Ca2PNaixIFQXyF,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.9.2.2022.397201R_1Ic5UUIPeNIL4ZA,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.9.2.2022.446234R_3P7FRQYKFVm6rje,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.9.2.2022.552515R_0r2y3igxGrXixd7,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.9.2.2022.628477R_2QlHmTk1Quy6lNE,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,6
2.9.2.2022.733767R_2ByOqBrdXJ4Yqzv,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.9.3.2022.223775R_1rfd2BsS3NCYKks,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.2.2022.407370R_10MlSGwP4D4B92B,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,2
1..7.2021.338743R_311770,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,3
1.1.7.2021.160306R_918857,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,2
1.1.7.2021.333192R_694402,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,4
1.1.7.2021.480354R_120678,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.1.7.2021.525711R_688494,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,5
1.1.7.2021.668112R_843666,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.1.7.2021.677367R_406218,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.1.7.2021.677647R_320903,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.1.7.2021.710921R_118195,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.1.7.2021.835891R_164237,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.15.10.2021.322988R_1jOlXn9DhAfpB4m,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,4
1.15.10.2021.896476R_324Rn1yZErdTimt,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,5
1.2.7.2021.294667R_497533,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.2.7.2021.644681R_973401,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,2
1.2.7.2021.694000R_411684,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.21.10.2021.292853R_OvaDaY854MKEcpj,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.21.10.2021.959147R_sC1wDK4FPlEzHYR,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.2.2022.355323R_3PqZFCrgIK4k3qV,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.22.3.2022.386478R_2sXNUOGyz8UZNcX,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.24.11.2021.187519R_114Q5s8eLstnqtT,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.24.3.2022.163423R_1ltPVj70ZbrflkB,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,2
1.3.7.2021.151688R_868597,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,3
1.3.7.2021.179730R_724701,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.3.7.2021.218814R_720478,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Amarela,5
1.3.7.2021.299767R_156431,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,3
1.3.7.2021.309424R_270983,CategoriaIGF,P1,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.3.7.2021.317475R_331743,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.3.7.2021.542474R_617336,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,2
1.3.7.2021.585069R_104178,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,2
1.3.7.2021.600398R_590486,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.3.7.2021.617025R_431427,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,2
1.3.7.2021.628945R_324350,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.3.7.2021.642734R_516990,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,4
1.3.7.2021.694871R_859172,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.7.2021.800430R_485699,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.3.7.2021.889525R_311514,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.7.2021.895721R_407249,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.3.7.2021.897422R_745932,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
2.01.2023.151081R_phKv5XoIn9IfGZH,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.01.2023.224263R_2CvmWK5TwbSZU4X,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,3
2.02.2023.342505R_OwWM33RkfQN3Lax,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,6
2.03.2023.97236R_3h0eVTEHrwnmDoq,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,NA,3
3.02.2023.100320R_2fpMe3XK6or4Fsy,CategoriaIGF,D,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,2
3.02.2023.116188R_25ZXAOijmgfJFkL,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,2
